frame,member,keypoint,x,y,conf,timestamp
0,1,0,310.4676208496094,313.59033203125,0.9987809062004089,0.0
0,1,1,319.3602294921875,305.1788635253906,0.9940316081047058,0.0
0,1,2,301.4252014160156,305.7703857421875,0.9942401647567749,0.0
0,1,3,332.39385986328125,313.26348876953125,0.882258951663971,0.0
0,1,4,287.8197326660156,314.325927734375,0.9009932279586792,0.0
0,1,5,356.45843505859375,373.15325927734375,0.9993345141410828,0.0
0,1,6,265.8043212890625,372.34600830078125,0.9996210336685181,0.0
0,1,7,375.22235107421875,443.26727294921875,0.9936472773551941,0.0
0,1,8,243.70156860351562,445.9930419921875,0.9973598122596741,0.0
0,1,9,350.2519836425781,479.93658447265625,0.994094967842102,0.0
0,1,10,277.9505920410156,483.6502685546875,0.9973848462104797,0.0
0,1,11,340.7092590332031,489.0748291015625,0.99916672706604,0.0
0,1,12,283.0397033691406,488.81573486328125,0.999340832233429,0.0
0,1,13,339.46728515625,517.8732299804688,0.998582124710083,0.0
0,1,14,305.58599853515625,520.038818359375,0.9988319277763367,0.0
0,1,15,335.45074462890625,631.6723022460938,0.9878150224685669,0.0
0,1,16,307.78045654296875,633.7816772460938,0.9890598058700562,0.0
0,2,0,1071.63720703125,241.50128173828125,0.9970000386238098,0.0
0,2,1,1077.0260009765625,236.18771362304688,0.9893243908882141,0.0
0,2,2,1065.5535888671875,236.73486328125,0.9940131306648254,0.0
0,2,3,1084.671630859375,240.0123291015625,0.8176499009132385,0.0
0,2,4,1056.1351318359375,241.31011962890625,0.9160048961639404,0.0
0,2,5,1098.2669677734375,276.5767517089844,0.9995090961456299,0.0
0,2,6,1042.6494140625,276.9784240722656,0.9995656609535217,0.0
0,2,7,1105.63134765625,320.1507568359375,0.9920716881752014,0.0
0,2,8,1032.595703125,319.5096130371094,0.9930765628814697,0.0
0,2,9,1103.9412841796875,358.98468017578125,0.985863983631134,0.0
0,2,10,1031.6422119140625,359.1352844238281,0.9871423244476318,0.0
0,2,11,1084.4351806640625,362.29425048828125,0.9991815686225891,0.0
0,2,12,1050.0870361328125,361.9967346191406,0.9992114305496216,0.0
0,2,13,1077.0303955078125,423.0455322265625,0.9987751841545105,0.0
0,2,14,1049.3719482421875,421.50030517578125,0.9987761378288269,0.0
0,2,15,1071.2705078125,479.60107421875,0.9943925738334656,0.0
0,2,16,1048.3726806640625,479.31048583984375,0.9942525029182434,0.0
0,3,0,749.0792846679688,249.63577270507812,0.995328426361084,0.0
0,3,1,754.7990112304688,243.86328125,0.9662164449691772,0.0
0,3,2,742.7271118164062,243.6619873046875,0.9886882901191711,0.0
0,3,3,761.5396728515625,249.90106201171875,0.641322135925293,0.0
0,3,4,731.427001953125,249.34405517578125,0.940937876701355,0.0
0,3,5,775.0574951171875,292.5443420410156,0.9985118508338928,0.0
0,3,6,718.5440063476562,291.1414794921875,0.9989904761314392,0.0
0,3,7,779.991943359375,341.5639343261719,0.9880604147911072,0.0
0,3,8,711.9696044921875,342.3008117675781,0.9937955141067505,0.0
0,3,9,783.7444458007812,383.3721008300781,0.9878535270690918,0.0
0,3,10,708.2574462890625,386.51153564453125,0.9937148690223694,0.0
0,3,11,763.8289184570312,385.5456237792969,0.9985471367835999,0.0
0,3,12,727.1343383789062,384.4461669921875,0.9987607002258301,0.0
0,3,13,756.7349243164062,461.3968505859375,0.9980496168136597,0.0
0,3,14,730.7850952148438,460.8452453613281,0.9982113838195801,0.0
0,3,15,751.357666015625,529.5057983398438,0.9865273833274841,0.0
0,3,16,729.4393920898438,532.2352294921875,0.9863080382347107,0.0
1,1,0,310.5333557128906,313.58514404296875,0.9987793564796448,33.36666666666667
1,1,1,319.4146423339844,305.1898193359375,0.9939892292022705,33.36666666666667
1,1,2,301.5089111328125,305.76123046875,0.9942637085914612,33.36666666666667
1,1,3,332.3963623046875,313.30145263671875,0.8812219500541687,33.36666666666667
1,1,4,287.8990478515625,314.30010986328125,0.9018136262893677,33.36666666666667
1,1,5,356.4582214355469,373.15533447265625,0.9993337988853455,33.36666666666667
1,1,6,265.832763671875,372.12030029296875,0.9996252059936523,33.36666666666667
1,1,7,375.24359130859375,443.39752197265625,0.9936680197715759,33.36666666666667
1,1,8,243.2926025390625,445.5566711425781,0.9974138736724854,33.36666666666667
1,1,9,350.2521667480469,480.0123596191406,0.9941288232803345,33.36666666666667
1,1,10,277.761962890625,483.5773010253906,0.9974384307861328,33.36666666666667
1,1,11,340.6846618652344,489.22467041015625,0.9991673231124878,33.36666666666667
1,1,12,283.0382995605469,488.9019775390625,0.9993454813957214,33.36666666666667
1,1,13,339.4888000488281,517.8375244140625,0.9985723495483398,33.36666666666667
1,1,14,305.49615478515625,519.9970092773438,0.998831570148468,33.36666666666667
1,1,15,335.454345703125,631.6792602539062,0.9876921772956848,33.36666666666667
1,1,16,307.8546142578125,633.8663330078125,0.9889984726905823,33.36666666666667
1,2,0,1071.4794921875,241.57940673828125,0.996951699256897,33.36666666666667
1,2,1,1076.9144287109375,236.26702880859375,0.9893684983253479,33.36666666666667
1,2,2,1065.41357421875,236.78219604492188,0.9938852190971375,33.36666666666667
1,2,3,1084.624267578125,240.10198974609375,0.8204086422920227,33.36666666666667
1,2,4,1056.0205078125,241.31585693359375,0.9142321944236755,33.36666666666667
1,2,5,1098.182373046875,276.6270751953125,0.9995180368423462,33.36666666666667
1,2,6,1042.61181640625,276.9386291503906,0.9995602965354919,33.36666666666667
1,2,7,1106.7557373046875,320.04913330078125,0.992421567440033,33.36666666666667
1,2,8,1032.1533203125,319.36773681640625,0.9930404424667358,33.36666666666667
1,2,9,1104.3785400390625,358.93060302734375,0.9864804148674011,33.36666666666667
1,2,10,1031.716064453125,359.0986328125,0.987188994884491,33.36666666666667
1,2,11,1084.3486328125,362.36676025390625,0.9991851449012756,33.36666666666667
1,2,12,1050.0474853515625,362.00238037109375,0.9992029070854187,33.36666666666667
1,2,13,1077.0189208984375,423.17364501953125,0.9987659454345703,33.36666666666667
1,2,14,1049.235107421875,421.4882507324219,0.9987467527389526,33.36666666666667
1,2,15,1071.35888671875,479.7532958984375,0.9942871928215027,33.36666666666667
1,2,16,1048.3172607421875,479.3297119140625,0.9940744042396545,33.36666666666667
1,3,0,749.0442504882812,249.55874633789062,0.9953413009643555,33.36666666666667
1,3,1,754.73095703125,243.75448608398438,0.9661505818367004,33.36666666666667
1,3,2,742.6776123046875,243.61614990234375,0.9887054562568665,33.36666666666667
1,3,3,761.4596557617188,249.70135498046875,0.640051007270813,33.36666666666667
1,3,4,731.3998413085938,249.30056762695312,0.940764844417572,33.36666666666667
1,3,5,774.9532470703125,292.1750793457031,0.9985018968582153,33.36666666666667
1,3,6,718.5401611328125,291.0220947265625,0.9989978671073914,33.36666666666667
1,3,7,779.9420166015625,341.0304870605469,0.9880965948104858,33.36666666666667
1,3,8,711.69140625,342.0277099609375,0.99394690990448,33.36666666666667
1,3,9,783.6935424804688,382.9285888671875,0.9880158305168152,33.36666666666667
1,3,10,708.32275390625,386.2428283691406,0.9939104318618774,33.36666666666667
1,3,11,763.7929077148438,385.2608337402344,0.9985417127609253,33.36666666666667
1,3,12,727.1796264648438,384.2760009765625,0.9987646341323853,33.36666666666667
1,3,13,756.7518920898438,461.37420654296875,0.9980239868164062,33.36666666666667
1,3,14,730.9276733398438,460.8526611328125,0.9982011318206787,33.36666666666667
1,3,15,751.38134765625,529.5560302734375,0.9862641096115112,33.36666666666667
1,3,16,729.3179931640625,532.3042602539062,0.9861260056495667,33.36666666666667
2,1,0,311.2789611816406,313.656494140625,0.9980290532112122,66.73333333333333
2,1,1,319.8042297363281,304.9737548828125,0.9910048246383667,66.73333333333333
2,1,2,302.43499755859375,305.61224365234375,0.9923577904701233,66.73333333333333
2,1,3,332.79638671875,313.2765197753906,0.8289507031440735,66.73333333333333
2,1,4,288.12750244140625,314.26171875,0.8939548134803772,66.73333333333333
2,1,5,355.23284912109375,373.11407470703125,0.9991436004638672,66.73333333333333
2,1,6,265.4053649902344,371.37158203125,0.9991439580917358,66.73333333333333
2,1,7,375.2850341796875,444.6005859375,0.993069589138031,66.73333333333333
2,1,8,243.48460388183594,446.0743408203125,0.9933238625526428,66.73333333333333
2,1,9,349.8772888183594,481.1915588378906,0.9920191168785095,66.73333333333333
2,1,10,277.21258544921875,484.00762939453125,0.9932618737220764,66.73333333333333
2,1,11,341.1516418457031,486.8810729980469,0.9988663196563721,66.73333333333333
2,1,12,283.85369873046875,487.3107604980469,0.9987836480140686,66.73333333333333
2,1,13,341.0458068847656,518.0907592773438,0.9978639483451843,66.73333333333333
2,1,14,303.94775390625,520.3931884765625,0.9974877834320068,66.73333333333333
2,1,15,334.6979064941406,631.4852294921875,0.9850307106971741,66.73333333333333
2,1,16,308.23638916015625,633.0660400390625,0.9821752905845642,66.73333333333333
2,2,0,1071.3680419921875,241.51226806640625,0.9970021843910217,66.73333333333333
2,2,1,1076.80810546875,236.1690673828125,0.9894883036613464,66.73333333333333
2,2,2,1065.2489013671875,236.71548461914062,0.9940899014472961,66.73333333333333
2,2,3,1084.542236328125,240.04730224609375,0.8194559216499329,66.73333333333333
2,2,4,1055.807373046875,241.3277587890625,0.916913628578186,66.73333333333333
2,2,5,1098.0833740234375,276.6146240234375,0.9995129108428955,66.73333333333333
2,2,6,1042.5374755859375,277.0047912597656,0.9995670914649963,66.73333333333333
2,2,7,1107.3602294921875,319.7285461425781,0.9920571446418762,66.73333333333333
2,2,8,1031.381103515625,319.3221740722656,0.9930399656295776,66.73333333333333
